transaction_amount,transaction_hour,customer_age,customer_tenure_months,merchant_risk_level,transaction_velocity,transaction_type,device_type,location_type,payment_method,is_fraud
709.91,8,57,70,Low,6,POS,Mobile,Domestic,Card,0
3449.54,22,18,50,Low,5,E-commerce,Mobile,Domestic,Card,0
759.65,5,52,61,Medium,7,POS,Mobile,International,UPI,1
5336.69,8,39,19,Low,1,POS,Mobile,International,Wallet,1
5559.9,3,46,94,High,2,E-commerce,Mobile,Domestic,UPI,1
546.76,19,34,22,Low,5,In-App,Mobile,Domestic,Card,0
2378.8,18,47,3,Low,3,In-App,Mobile,International,Card,0
229.51,4,52,5,Medium,1,E-commerce,Mobile,Domestic,Card,0
1242.05,4,18,94,Low,1,E-commerce,Desktop,Domestic,UPI,0
3123.49,13,21,67,Medium,1,E-commerce,Mobile,Domestic,Card,0
2692.79,9,26,60,Medium,8,In-App,Mobile,Domestic,Wallet,0
2450.08,22,62,39,Medium,1,E-commerce,Mobile,Domestic,Card,0
830.1,15,49,103,High,3,E-commerce,Mobile,Domestic,Card,1
1187.14,22,22,28,Medium,3,E-commerce,Desktop,Domestic,Card,0
271.6,5,31,1,Medium,2,POS,Mobile,Domestic,UPI,0
3173.7,19,68,22,High,1,POS,Desktop,Domestic,UPI,1
1752.39,22,43,109,Low,4,In-App,Mobile,International,UPI,1
3084.07,13,40,45,High,4,In-App,Desktop,Domestic,Wallet,1
715.69,17,63,111,Low,1,E-commerce,Mobile,Domestic,Wallet,1
980.53,8,39,51,Low,1,E-commerce,Mobile,Domestic,Card,0
1016.97,6,44,103,Medium,2,In-App,Desktop,International,UPI,0
65.2,17,42,81,Low,2,POS,Mobile,Domestic,UPI,1
1042.76,9,53,106,Low,6,E-commerce,Desktop,International,Wallet,0
4065.25,1,21,51,Low,4,POS,Desktop,Domestic,UPI,1
5689.82,12,49,28,Low,7,POS,Mobile,Domestic,Card,0
1825.66,5,26,114,Low,2,In-App,Mobile,Domestic,Card,0
1519.73,22,19,30,Low,4,E-commerce,Mobile,Domestic,Card,1
78.27,8,59,104,Low,6,E-commerce,Mobile,Domestic,UPI,1
5284.14,19,67,8,Medium,3,POS,Mobile,Domestic,Card,0
32.74,7,56,91,Medium,2,POS,Mobile,Domestic,Card,1
7239.72,9,63,41,Low,3,E-commerce,Mobile,International,Card,0
1679.52,15,42,109,High,3,In-App,Mobile,Domestic,UPI,1
1046.13,14,64,25,Low,3,POS,Desktop,Domestic,Card,0
6449.75,12,27,59,Low,2,POS,Desktop,Domestic,Wallet,1
61.73,17,54,77,High,6,E-commerce,Mobile,Domestic,UPI,1
2177.25,5,42,34,Low,2,E-commerce,Mobile,International,UPI,0
1990.35,19,57,39,High,3,POS,Mobile,Domestic,UPI,0
618.98,23,46,71,Low,3,In-App,Desktop,Domestic,UPI,0
1400.42,8,54,116,Medium,1,In-App,Desktop,Domestic,Wallet,0
2640.78,17,22,86,Low,3,E-commerce,Desktop,International,UPI,0
3246.91,6,31,97,High,2,POS,Mobile,Domestic,Card,1
1.79,22,50,46,Low,0,In-App,Mobile,Domestic,Card,1
6905.74,23,44,38,Low,5,E-commerce,Mobile,Domestic,Card,0
449.39,4,22,95,Low,8,POS,Desktop,Domestic,Wallet,0
665.06,10,68,109,Low,3,E-commerce,Mobile,Domestic,UPI,0
764.52,12,61,33,Low,3,E-commerce,Mobile,Domestic,Card,0
96.38,2,32,117,High,6,In-App,Desktop,Domestic,Card,1
328.27,0,20,116,High,4,E-commerce,Mobile,Domestic,Wallet,0
10735.03,3,18,22,Medium,3,POS,Mobile,Domestic,Wallet,1
946.63,18,41,27,Medium,1,POS,Mobile,International,Wallet,0
306.27,17,29,63,High,2,POS,Mobile,Domestic,Card,1
282.9,5,62,27,High,6,E-commerce,Mobile,Domestic,Wallet,1
3177.6,22,31,21,High,0,POS,Mobile,Domestic,Card,0
4820.13,9,59,53,High,5,E-commerce,Desktop,Domestic,Card,1
742.49,6,37,35,Low,4,POS,Mobile,Domestic,UPI,1
52.83,11,31,47,Low,5,E-commerce,Mobile,Domestic,UPI,0
631.08,7,31,50,Medium,1,E-commerce,Mobile,International,UPI,0
145.44,12,62,119,Low,3,E-commerce,Mobile,Domestic,Wallet,0
272.85,17,52,10,Low,0,E-commerce,Desktop,Domestic,UPI,0
1411.92,13,36,111,Medium,3,E-commerce,Mobile,Domestic,Card,0
653.15,10,37,28,Medium,2,In-App,Mobile,Domestic,Card,1
1813.9,9,59,104,Medium,3,E-commerce,Desktop,Domestic,Card,0
730.88,5,61,37,High,3,POS,Mobile,International,Card,0
7056.02,12,40,41,Medium,2,POS,Mobile,Domestic,Wallet,0
5909.66,21,51,97,Low,2,POS,Tablet,Domestic,UPI,0
2091.42,9,18,61,Low,3,In-App,Desktop,Domestic,Card,0
1094.03,11,21,51,Low,2,In-App,Desktop,Domestic,UPI,1
1199.72,0,57,8,Low,4,POS,Mobile,Domestic,Card,1
1326.94,17,34,101,Low,3,E-commerce,Desktop,Domestic,Wallet,0
3251.02,12,43,114,Low,5,E-commerce,Mobile,Domestic,Card,0
1502.05,23,31,58,Medium,1,E-commerce,Mobile,Domestic,Card,0
4857.56,3,63,105,Medium,3,In-App,Mobile,Domestic,Wallet,0
7210.24,5,68,61,Medium,3,E-commerce,Mobile,Domestic,UPI,1
1023.48,17,49,33,High,1,E-commerce,Mobile,Domestic,Card,1
2056.4,4,53,19,Low,2,POS,Mobile,Domestic,Wallet,1
249.71,17,37,30,Low,3,E-commerce,Desktop,Domestic,UPI,1
559.33,4,33,78,Low,4,In-App,Mobile,Domestic,Card,0
1333.81,6,68,14,High,3,In-App,Mobile,Domestic,Card,0
577.32,22,36,36,Low,3,E-commerce,Desktop,Domestic,Card,1
5230.01,8,62,7,Low,4,E-commerce,Tablet,Domestic,Card,1
430.79,2,56,116,Low,3,E-commerce,Mobile,Domestic,Card,0
1520.46,11,41,107,Medium,1,E-commerce,Desktop,Domestic,Card,1
2326.6,19,31,34,Low,5,In-App,Mobile,Domestic,Wallet,0
2943.03,13,46,50,High,2,In-App,Mobile,Domestic,Card,1
1207.5,7,59,32,Low,3,POS,Mobile,Domestic,UPI,0
5083.29,11,31,42,Low,3,In-App,Mobile,Domestic,UPI,0
2100.17,6,69,33,Low,4,E-commerce,Mobile,Domestic,Wallet,0
1447.35,23,28,119,Low,1,In-App,Desktop,Domestic,Wallet,0
174.02,8,28,14,Low,5,POS,Mobile,Domestic,Card,1
1562.27,11,64,89,Low,5,E-commerce,Mobile,Domestic,Card,0
4297.24,3,57,28,Low,2,E-commerce,Desktop,Domestic,Card,0
2383.3,4,41,106,Low,2,In-App,Desktop,Domestic,Card,1
4461.9,8,39,114,Low,3,E-commerce,Mobile,Domestic,UPI,0
1703.1,6,66,39,Low,3,E-commerce,Desktop,Domestic,UPI,0
315.22,13,38,94,Low,3,POS,Mobile,Domestic,Wallet,0
34.33,19,23,31,Low,7,E-commerce,Desktop,Domestic,Card,1
903.21,21,31,24,Low,5,POS,Mobile,Domestic,UPI,0
2993.24,16,26,115,Medium,2,E-commerce,Mobile,Domestic,Card,0
3904.72,0,52,4,Medium,0,E-commerce,Mobile,Domestic,Card,0
876.56,14,61,78,Low,2,POS,Mobile,Domestic,UPI,1
1711.23,23,53,9,Low,1,E-commerce,Mobile,Domestic,Card,0
1366.65,14,42,100,High,5,POS,Mobile,Domestic,UPI,1
1321.3,0,32,70,Low,1,POS,Mobile,Domestic,UPI,0
657.79,14,62,24,Medium,2,POS,Mobile,International,Card,0
366.53,1,45,90,Low,3,E-commerce,Desktop,International,Card,0
547.53,3,67,98,Medium,0,In-App,Desktop,Domestic,Card,1
142.31,16,31,65,Medium,1,E-commerce,Mobile,Domestic,Card,0
552.02,15,30,87,Low,8,E-commerce,Mobile,Domestic,Card,1
23.11,17,58,17,Low,3,POS,Mobile,Domestic,UPI,0
2467.17,20,48,100,High,4,POS,Mobile,Domestic,UPI,0
950.87,15,22,37,Medium,0,E-commerce,Mobile,International,UPI,0
9043.23,7,36,50,Low,4,POS,Mobile,Domestic,UPI,1
538.3,5,25,45,Low,4,In-App,Desktop,Domestic,Wallet,0
1060.96,21,30,20,Low,1,E-commerce,Desktop,Domestic,Card,0
1107.3,19,58,59,Medium,5,E-commerce,Desktop,Domestic,Wallet,1
21.22,1,34,59,Low,2,POS,Mobile,Domestic,UPI,0
4569.11,18,49,90,High,5,E-commerce,Mobile,Domestic,Card,1
81.29,12,22,11,Low,1,POS,Desktop,Domestic,Card,0
7041.03,21,26,55,Medium,1,E-commerce,Desktop,Domestic,Card,0
5565.78,21,60,84,Low,0,E-commerce,Desktop,Domestic,UPI,0
1917.1,20,51,65,Medium,6,POS,Tablet,Domestic,Card,0
1960.94,5,62,108,Low,0,E-commerce,Mobile,Domestic,UPI,1
2651.69,5,18,77,Low,2,E-commerce,Mobile,International,Card,1
1223.68,12,57,58,High,5,E-commerce,Desktop,Domestic,UPI,0
2604.79,0,32,100,Low,4,In-App,Desktop,Domestic,UPI,1
114.5,21,49,44,Low,2,E-commerce,Mobile,Domestic,UPI,0
138.91,20,51,102,Low,2,POS,Mobile,Domestic,Wallet,0
1527.68,23,52,77,Medium,0,POS,Tablet,Domestic,UPI,0
1994.17,8,66,14,Low,0,E-commerce,Mobile,Domestic,Wallet,0
5469.07,21,67,76,Low,2,POS,Mobile,Domestic,UPI,0
276.38,11,45,117,Low,3,In-App,Mobile,International,UPI,0
4324.05,11,34,52,Low,1,E-commerce,Desktop,International,Wallet,0
589.46,3,63,34,Low,5,E-commerce,Mobile,Domestic,Wallet,1
1252.53,18,28,63,Low,5,In-App,Mobile,Domestic,Card,0
951.7,15,40,27,Low,2,E-commerce,Mobile,Domestic,Card,1
1277.71,11,43,118,Low,4,POS,Mobile,Domestic,UPI,1
407.76,0,63,12,Low,3,POS,Desktop,Domestic,Card,0
1750.78,22,22,38,Low,2,POS,Mobile,Domestic,UPI,0
4044.21,20,43,118,Low,4,POS,Desktop,Domestic,Wallet,0
1456.4,3,23,100,Medium,3,POS,Mobile,Domestic,Card,0
1686.37,8,68,56,Low,2,POS,Mobile,Domestic,UPI,0
4722.34,6,60,65,Low,3,E-commerce,Mobile,Domestic,Wallet,0
3060.93,9,51,90,Low,4,In-App,Mobile,Domestic,Card,0
1685.59,12,59,40,High,3,In-App,Mobile,International,UPI,0
744.99,7,30,104,High,3,E-commerce,Mobile,Domestic,Wallet,1
5405.47,19,42,21,Low,2,In-App,Mobile,Domestic,UPI,1
2151.08,9,19,32,Low,3,POS,Desktop,Domestic,Card,0
624.83,9,31,89,Low,2,E-commerce,Mobile,Domestic,UPI,0
783.76,7,34,12,Low,1,E-commerce,Tablet,Domestic,Wallet,0
4063.07,19,58,89,Low,3,E-commerce,Mobile,Domestic,Wallet,1
112.87,14,57,26,High,6,E-commerce,Desktop,Domestic,Card,1
12099.76,0,57,36,Low,1,POS,Mobile,Domestic,Card,1
349.17,14,56,16,Low,4,E-commerce,Desktop,Domestic,Card,0
3974.93,23,42,78,Low,4,E-commerce,Desktop,Domestic,Card,1
1255.39,16,44,110,Low,2,In-App,Desktop,Domestic,UPI,1
1694.25,12,65,34,High,4,E-commerce,Desktop,Domestic,Card,0
5314.25,11,68,113,Low,3,In-App,Desktop,Domestic,Card,1
1331.45,2,41,24,Low,2,POS,Mobile,Domestic,UPI,0
1927.74,22,66,72,Low,2,E-commerce,Desktop,Domestic,UPI,1
126.39,18,50,91,Medium,3,In-App,Desktop,Domestic,Wallet,1
5.88,23,44,39,Low,6,In-App,Mobile,Domestic,Card,0
701.93,4,62,64,Low,5,E-commerce,Mobile,Domestic,UPI,0
2853.15,2,48,77,Low,2,POS,Mobile,International,Card,1
323.18,20,65,29,Low,3,In-App,Desktop,Domestic,Wallet,0
301.92,4,55,31,Low,2,POS,Mobile,International,Card,1
1323.16,23,32,63,Low,2,E-commerce,Mobile,International,Wallet,1
2609.15,8,61,43,Low,3,E-commerce,Desktop,Domestic,Wallet,0
3112.61,5,57,19,Medium,4,POS,Desktop,Domestic,Card,1
491.41,15,18,115,Medium,3,E-commerce,Tablet,Domestic,Card,0
207.34,9,28,10,High,1,In-App,Mobile,Domestic,Card,1
7050.12,15,32,56,Low,5,E-commerce,Mobile,Domestic,Wallet,0
755.02,2,50,60,Low,5,E-commerce,Mobile,Domestic,Card,1
4799.21,17,65,43,Low,0,E-commerce,Desktop,Domestic,UPI,1
4978.42,10,49,48,Medium,3,E-commerce,Mobile,Domestic,Card,0
3701.76,18,42,40,Low,6,E-commerce,Tablet,Domestic,Card,0
462.31,22,56,34,Low,4,In-App,Mobile,Domestic,Card,0
4312.14,14,50,110,Low,5,POS,Tablet,Domestic,UPI,0
3666.06,10,46,113,Medium,3,E-commerce,Mobile,Domestic,UPI,0
2270.33,21,51,113,High,5,In-App,Mobile,Domestic,Wallet,0
1028.21,23,25,107,Low,4,E-commerce,Mobile,Domestic,Card,0
761.25,9,28,1,Medium,7,POS,Desktop,Domestic,Wallet,0
324.96,8,30,19,Low,5,In-App,Mobile,Domestic,UPI,1
1782.14,2,22,1,Low,2,POS,Mobile,Domestic,Card,1
2200.26,22,67,88,Low,6,E-commerce,Mobile,Domestic,Card,1
1113.14,8,36,25,Low,5,In-App,Mobile,Domestic,UPI,0
1612.6,17,38,68,Medium,2,POS,Mobile,Domestic,Card,0
1129.48,11,20,88,Low,4,In-App,Mobile,Domestic,Wallet,0
2561.12,22,43,103,Low,2,In-App,Mobile,Domestic,Card,0
5788.14,20,50,84,Low,4,E-commerce,Desktop,Domestic,Card,0
447.58,23,47,97,Low,4,POS,Desktop,Domestic,UPI,0
1200.78,15,39,28,High,6,POS,Mobile,Domestic,UPI,1
379.58,3,22,107,Medium,5,E-commerce,Mobile,Domestic,Card,1
2451.7,0,36,45,High,1,POS,Mobile,Domestic,UPI,1
3262.9,12,26,99,Low,5,E-commerce,Mobile,Domestic,UPI,1
6717.41,7,41,24,Low,4,E-commerce,Mobile,Domestic,Card,0
817.35,5,56,104,Medium,5,E-commerce,Mobile,Domestic,Card,0
7499.91,7,29,44,Low,4,POS,Mobile,Domestic,Card,1
163.38,18,63,2,Low,0,E-commerce,Mobile,International,UPI,0
2309.63,23,65,23,Low,3,E-commerce,Desktop,Domestic,UPI,1
147.07,23,62,97,Medium,3,In-App,Mobile,Domestic,UPI,1
5605.47,11,44,116,Medium,4,In-App,Desktop,Domestic,Card,0
1886.54,0,67,78,Low,1,In-App,Mobile,Domestic,UPI,0
2766.72,3,59,62,Medium,2,E-commerce,Tablet,Domestic,Wallet,0
4453.15,22,38,15,Medium,1,POS,Desktop,Domestic,Card,0
407.21,12,55,32,Low,4,In-App,Desktop,Domestic,Card,0
98.39,16,52,87,Medium,2,E-commerce,Mobile,International,UPI,0
5277.46,18,49,4,Low,6,E-commerce,Desktop,Domestic,UPI,1
945.6,18,53,84,High,4,POS,Desktop,Domestic,UPI,0
345.22,21,50,31,Low,5,E-commerce,Mobile,Domestic,Card,0
1579.95,4,60,59,Low,0,E-commerce,Mobile,Domestic,UPI,1
2280.16,10,34,71,Medium,1,POS,Mobile,Domestic,UPI,0
78.65,6,22,1,Low,4,E-commerce,Mobile,International,Card,0
803.6,2,61,69,Medium,4,E-commerce,Desktop,Domestic,Card,0
83.37,10,37,14,Low,1,In-App,Mobile,Domestic,Card,0
1363.26,16,40,94,Low,4,E-commerce,Tablet,Domestic,Card,1
5636.87,10,56,102,Low,5,POS,Mobile,Domestic,Card,0
10135.75,14,21,23,Medium,5,In-App,Mobile,Domestic,Card,1
2533.71,18,43,71,Low,4,POS,Mobile,Domestic,Card,0
440.76,7,47,108,High,3,POS,Mobile,International,Wallet,0
5907.15,15,65,103,Low,1,POS,Mobile,International,Card,0
1815.46,20,64,114,Low,4,E-commerce,Desktop,Domestic,Card,0
417.35,14,63,118,Low,4,E-commerce,Desktop,International,Card,0
6368.87,2,46,16,High,5,E-commerce,Mobile,International,Card,1
3541.56,23,51,9,Medium,2,POS,Desktop,Domestic,Wallet,0
3289.17,5,27,103,Low,1,E-commerce,Desktop,Domestic,Card,1
3087.63,2,37,119,High,1,In-App,Desktop,Domestic,Card,1
558.92,4,41,110,High,1,In-App,Desktop,Domestic,UPI,1
592.49,0,51,98,Low,2,E-commerce,Mobile,Domestic,Card,0
2914.23,21,54,31,Low,4,POS,Mobile,Domestic,UPI,0
620.26,13,30,61,Low,4,In-App,Mobile,International,UPI,0
1443.62,11,40,45,Low,5,E-commerce,Mobile,Domestic,Wallet,1
3808.17,12,27,7,Low,0,In-App,Mobile,Domestic,Card,0
3830.64,13,39,57,High,3,E-commerce,Mobile,Domestic,Card,1
1509.46,11,62,115,Low,5,E-commerce,Mobile,Domestic,Card,0
3927.83,22,31,64,Medium,2,In-App,Desktop,Domestic,UPI,0
4560.01,12,42,2,High,0,E-commerce,Mobile,Domestic,UPI,1
2658.9,23,35,6,Medium,4,E-commerce,Mobile,Domestic,Card,0
648.31,5,37,108,Low,4,POS,Tablet,Domestic,Card,0
800.55,20,45,61,Low,4,POS,Mobile,Domestic,Wallet,0
945.26,14,25,34,Medium,3,E-commerce,Desktop,Domestic,Card,0
310.52,21,22,17,Low,1,E-commerce,Mobile,Domestic,Card,0
797.62,22,38,26,Medium,5,In-App,Desktop,Domestic,UPI,1
587.78,15,37,76,Low,5,POS,Mobile,International,Card,1
1518.93,8,61,20,Low,3,POS,Mobile,International,UPI,1
5976.84,7,33,41,Medium,3,POS,Mobile,Domestic,UPI,1
275.88,4,37,58,Low,3,E-commerce,Desktop,Domestic,Wallet,0
3184.81,14,68,110,High,2,In-App,Desktop,Domestic,Wallet,1
2906.14,6,42,99,Medium,2,In-App,Mobile,Domestic,Card,0
251.64,23,24,99,Medium,5,POS,Desktop,Domestic,Card,0
6396.03,16,42,54,Low,1,E-commerce,Mobile,Domestic,Wallet,0
2101.06,15,53,29,Low,1,E-commerce,Mobile,International,UPI,0
1130.31,23,68,48,Medium,2,In-App,Mobile,Domestic,Wallet,0
3531.99,10,27,102,Medium,1,E-commerce,Desktop,Domestic,Card,0
743.88,6,57,95,Low,4,E-commerce,Desktop,Domestic,UPI,0
2956.42,10,33,104,Low,2,In-App,Mobile,International,Card,1
101.3,1,21,77,Medium,3,E-commerce,Mobile,Domestic,Card,0
4572.22,1,27,90,Medium,6,E-commerce,Mobile,Domestic,Card,0
1486.29,5,68,22,Medium,5,E-commerce,Desktop,Domestic,Card,0
2531.27,2,65,72,Low,3,In-App,Desktop,Domestic,Wallet,0
625.12,0,48,104,Medium,8,E-commerce,Mobile,Domestic,UPI,0
2825.83,23,29,71,Medium,4,POS,Mobile,Domestic,Card,0
3698.66,22,37,5,Low,3,POS,Mobile,International,Card,0
1602.4,19,49,52,Low,2,POS,Mobile,Domestic,Wallet,1
2404.05,15,19,1,Low,4,E-commerce,Mobile,Domestic,Wallet,0
1523.51,13,28,45,Low,2,E-commerce,Mobile,Domestic,Card,1
5612.95,16,37,118,Medium,2,E-commerce,Mobile,Domestic,UPI,0
1722.24,17,40,40,Low,4,E-commerce,Desktop,Domestic,Card,1
4609.88,3,30,64,Low,2,E-commerce,Mobile,Domestic,Card,0
4040.55,2,52,11,Low,3,POS,Mobile,Domestic,Card,1
1321.22,7,34,52,Low,1,POS,Mobile,Domestic,UPI,0
653.69,3,27,96,Low,4,In-App,Desktop,Domestic,Card,0
1302.54,22,57,7,Medium,3,E-commerce,Tablet,Domestic,Card,0
4374.88,14,55,51,Medium,3,POS,Desktop,International,Wallet,1
645.74,12,31,93,Medium,5,E-commerce,Tablet,International,UPI,0
1858.14,13,36,94,Medium,3,POS,Desktop,International,UPI,1
4100.99,13,49,21,Low,4,In-App,Mobile,Domestic,Card,0
1090.37,4,50,39,Medium,5,In-App,Desktop,Domestic,Card,1
2569.52,4,60,112,Medium,2,E-commerce,Mobile,International,Card,0
704.69,21,42,44,Medium,3,E-commerce,Mobile,Domestic,Card,0
289.31,12,42,107,Low,2,E-commerce,Desktop,Domestic,Card,0
3954.37,3,31,57,High,3,E-commerce,Desktop,Domestic,Wallet,1
260.54,17,62,41,Low,6,E-commerce,Mobile,Domestic,Card,1
791.51,5,61,39,Low,5,E-commerce,Mobile,Domestic,Wallet,0
4829.44,4,55,20,Medium,2,E-commerce,Mobile,Domestic,Card,0
1063.41,2,53,22,Medium,1,E-commerce,Mobile,Domestic,UPI,1
9034.0,19,41,29,Medium,6,E-commerce,Mobile,Domestic,Card,0
9747.07,2,58,46,High,7,E-commerce,Tablet,Domestic,UPI,1
780.88,2,56,68,Low,6,E-commerce,Mobile,International,Card,1
104.6,19,56,3,High,1,POS,Mobile,Domestic,Card,1
3052.49,1,30,73,Low,1,E-commerce,Mobile,Domestic,UPI,0
1499.08,19,19,5,High,2,POS,Mobile,International,Card,0
265.49,17,51,56,Low,5,E-commerce,Desktop,Domestic,Card,0
3073.42,9,32,67,Low,0,E-commerce,Desktop,Domestic,UPI,1
79.18,23,65,89,Medium,2,POS,Desktop,Domestic,Card,1
5104.34,20,19,32,Low,7,E-commerce,Mobile,Domestic,UPI,0
373.14,6,69,97,Low,1,In-App,Mobile,Domestic,Card,0
340.44,19,42,82,Low,4,In-App,Mobile,Domestic,Wallet,0
482.97,21,22,109,Low,6,POS,Mobile,Domestic,UPI,1
8063.89,13,51,100,Medium,6,In-App,Mobile,Domestic,Card,0
2953.65,9,69,114,Low,1,E-commerce,Mobile,Domestic,Card,0
4040.8,19,56,41,High,2,In-App,Tablet,Domestic,UPI,0
1267.23,15,22,29,Low,5,E-commerce,Mobile,Domestic,Card,0
1024.86,5,60,103,Medium,2,E-commerce,Mobile,Domestic,UPI,0
668.01,16,25,111,High,2,E-commerce,Tablet,International,UPI,1
1637.93,5,66,109,Low,3,In-App,Mobile,Domestic,UPI,1
2006.45,21,31,66,Low,3,E-commerce,Mobile,International,Wallet,0
2497.65,17,46,11,Low,3,E-commerce,Mobile,International,Card,0
743.05,9,47,59,High,3,POS,Mobile,Domestic,Card,1
7422.92,9,54,95,Medium,2,POS,Mobile,International,Card,1
465.1,8,21,4,Low,4,E-commerce,Desktop,Domestic,Card,0
8428.11,21,52,93,Low,3,In-App,Mobile,Domestic,Card,1
37.42,14,24,54,Medium,3,In-App,Mobile,Domestic,Wallet,0
1640.23,10,43,114,Low,1,E-commerce,Desktop,Domestic,Wallet,1
1013.79,6,49,67,Low,3,In-App,Desktop,Domestic,Card,1
1490.61,17,60,2,Medium,4,E-commerce,Desktop,Domestic,Wallet,0
2113.79,1,50,108,High,1,E-commerce,Mobile,Domestic,Card,1
1429.93,1,41,100,Low,7,E-commerce,Mobile,International,UPI,1
1339.7,12,67,78,Low,6,POS,Mobile,International,Wallet,0
3298.68,10,18,48,Medium,3,E-commerce,Desktop,Domestic,Card,0
2894.92,18,46,117,Low,2,In-App,Mobile,Domestic,UPI,0
4478.47,19,65,68,High,2,In-App,Mobile,Domestic,UPI,1
719.07,0,62,44,High,1,E-commerce,Mobile,Domestic,Card,1
2351.0,16,55,62,Low,6,E-commerce,Desktop,Domestic,UPI,0
2199.87,19,55,94,Medium,4,E-commerce,Mobile,International,UPI,0
1154.05,17,38,83,Medium,4,E-commerce,Desktop,Domestic,Card,1
1664.11,7,40,19,Low,2,E-commerce,Tablet,Domestic,UPI,0
941.4,12,63,44,Low,2,POS,Mobile,Domestic,UPI,0
382.42,3,22,31,Low,4,E-commerce,Mobile,Domestic,Wallet,0
601.36,18,47,62,Low,3,POS,Mobile,International,Wallet,0
278.76,2,57,15,Low,2,E-commerce,Mobile,Domestic,Card,0
2872.68,5,35,29,Low,2,E-commerce,Mobile,Domestic,Card,1
2702.38,5,23,67,Low,4,E-commerce,Desktop,International,UPI,0
7519.83,21,22,83,Low,2,E-commerce,Mobile,Domestic,Wallet,0
3270.36,5,59,86,High,6,POS,Mobile,Domestic,Card,0
133.62,23,35,47,Low,3,E-commerce,Desktop,Domestic,Card,0
5390.7,7,30,84,High,7,E-commerce,Tablet,Domestic,Card,1
4963.52,16,37,119,Low,2,E-commerce,Mobile,Domestic,Card,0
1464.41,9,55,7,Low,5,E-commerce,Mobile,Domestic,UPI,0
2203.9,23,38,68,Low,5,POS,Mobile,Domestic,UPI,0
9332.43,4,21,1,Medium,3,E-commerce,Mobile,Domestic,Wallet,1
1899.84,18,30,105,Medium,3,In-App,Mobile,Domestic,Wallet,0
5893.18,10,35,71,Medium,2,In-App,Desktop,Domestic,Wallet,0
216.73,9,30,22,Medium,2,E-commerce,Tablet,Domestic,UPI,0
530.05,2,30,101,Low,3,E-commerce,Mobile,Domestic,Wallet,0
1452.92,21,56,57,Medium,0,POS,Mobile,Domestic,Wallet,0
2197.23,23,54,94,High,4,E-commerce,Tablet,Domestic,Card,0
4235.15,9,52,73,Medium,2,E-commerce,Mobile,International,Card,0
11112.33,1,55,58,High,3,POS,Tablet,Domestic,UPI,1
1231.04,8,57,27,Low,7,POS,Mobile,International,UPI,0
121.44,4,44,38,Medium,3,E-commerce,Mobile,Domestic,Card,0
4038.28,20,43,87,Medium,2,E-commerce,Mobile,Domestic,Card,0
2318.26,16,29,76,Medium,4,In-App,Mobile,Domestic,Wallet,0
553.31,5,19,13,Medium,2,POS,Mobile,Domestic,UPI,0
1707.14,10,60,97,Low,4,POS,Mobile,Domestic,UPI,0
3390.0,4,37,15,Medium,0,POS,Tablet,Domestic,UPI,0
3678.67,6,52,80,High,3,In-App,Mobile,Domestic,Card,1
1730.96,6,27,98,Low,2,E-commerce,Mobile,International,Wallet,0
910.38,3,25,73,High,3,POS,Mobile,Domestic,Card,0
9099.52,20,57,106,Low,4,POS,Desktop,International,UPI,1
2721.87,9,63,116,Low,2,E-commerce,Mobile,Domestic,Card,0
1311.62,23,53,91,Low,1,E-commerce,Desktop,International,Card,0
822.87,17,48,48,Medium,5,E-commerce,Mobile,International,UPI,1
3283.57,0,32,15,Low,3,POS,Mobile,Domestic,Card,0
693.28,13,59,99,Medium,4,E-commerce,Desktop,Domestic,Card,1
470.98,5,35,98,Low,3,In-App,Mobile,International,UPI,1
1886.67,10,32,40,Low,3,E-commerce,Mobile,Domestic,Card,0
856.18,13,36,30,Low,3,POS,Mobile,Domestic,UPI,0
2478.24,19,41,112,Low,2,E-commerce,Mobile,Domestic,Card,1
313.73,2,52,23,Low,4,POS,Desktop,Domestic,Card,0
2660.1,15,19,9,Low,3,E-commerce,Mobile,Domestic,UPI,0
832.73,15,30,32,Low,1,E-commerce,Mobile,Domestic,Card,1
0.61,6,62,35,High,4,In-App,Mobile,Domestic,Card,1
339.37,7,26,49,Medium,2,E-commerce,Mobile,Domestic,Card,0
6780.72,3,52,96,Low,4,E-commerce,Desktop,Domestic,Wallet,1
5050.19,11,19,45,Low,4,In-App,Desktop,Domestic,UPI,0
665.16,11,63,16,Low,0,E-commerce,Mobile,Domestic,Wallet,0
3766.89,9,33,32,Medium,3,E-commerce,Mobile,Domestic,Card,0
2344.88,11,63,25,High,1,E-commerce,Mobile,International,Card,1
8842.95,10,53,94,High,2,POS,Mobile,Domestic,Wallet,1
1169.44,10,19,37,Low,2,E-commerce,Desktop,Domestic,UPI,0
2860.02,14,33,37,Low,2,In-App,Desktop,International,Wallet,0
164.11,5,25,35,High,2,E-commerce,Desktop,International,Card,0
1261.48,10,18,45,Low,4,E-commerce,Mobile,International,UPI,0
8297.96,1,35,8,Low,3,POS,Mobile,International,Wallet,1
1935.79,23,58,104,Low,3,In-App,Mobile,International,Card,0
848.77,21,43,113,Medium,2,E-commerce,Mobile,Domestic,UPI,0
320.35,8,61,47,Low,7,POS,Mobile,Domestic,UPI,0
3039.51,10,22,36,Medium,3,E-commerce,Desktop,Domestic,Card,0
2588.08,15,38,118,Low,3,E-commerce,Mobile,Domestic,Card,0
1170.77,12,52,89,Low,1,In-App,Mobile,International,Card,0
